id,decile_score,Race,age,juv_fel_count,juv_misd_count,c_charge_degree,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,sex
6095,10,Non-White,1,3,0,M,1,15,1.0,5.0,Male
6096,9,Non-White,0,0,0,M,1,1,1.0,1.0,Male
6097,9,White,0,0,0,F,0,2,1.0,1.0,Male
6100,1,White,1,0,0,F,0,0,1.0,1.0,Male
6101,2,White,0,0,0,M,0,0,1.0,1.0,Male
6105,2,Non-White,0,0,0,F,0,4,1.0,1.0,Male
6106,6,Non-White,0,0,0,F,0,7,1.0,5.0,Male
6107,8,White,0,0,0,F,0,0,1.0,2.0,Female
6108,5,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6109,3,White,0,0,0,F,0,0,1.0,1.0,Male
6110,3,White,0,0,0,F,0,0,1.0,0.0,Female
6111,1,Non-White,1,0,0,M,0,0,0.0,0.0,Female
6112,1,Non-White,1,0,0,M,0,0,0.0,0.0,Male
6113,6,Non-White,1,0,0,M,0,1,1.0,1.0,Male
6114,5,White,1,0,0,F,0,3,1.0,1.0,Female
6116,6,Non-White,0,0,0,F,0,3,1.0,1.0,Male
6117,8,Non-White,1,0,0,F,0,11,1.0,1.0,Male
6123,3,White,0,0,0,F,0,2,1.0,1.0,Female
6125,1,Non-White,1,0,0,F,0,7,1.0,1.0,Male
6127,1,Non-White,1,0,0,M,0,0,1.0,2.0,Male
6131,1,Non-White,1,0,0,M,0,3,1.0,1.0,Male
6133,1,White,1,0,0,F,0,0,0.0,0.0,Male
6135,4,Non-White,0,0,0,M,0,10,0.0,2.0,Male
6137,1,White,1,0,0,F,0,0,1.0,1.0,Male
6140,10,Non-White,1,0,0,F,0,0,1.0,2.0,Male
6143,4,Non-White,1,0,0,F,0,5,1.0,4.0,Male
6146,7,Non-White,1,0,0,M,0,0,1.0,1.0,Male
6147,6,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6148,2,Non-White,0,0,0,M,0,0,0.0,1.0,Female
6149,5,Non-White,0,0,0,F,2,0,1.0,1.0,Male
6150,2,White,1,0,0,F,0,0,1.0,54.0,Male
6152,2,Non-White,0,0,0,M,0,0,1.0,2.0,Male
6153,5,Non-White,0,0,0,M,0,0,1.0,2.0,Male
6154,3,Non-White,1,0,0,M,0,1,0.0,0.0,Male
6156,1,White,1,0,0,M,0,4,0.0,1.0,Male
6159,10,Non-White,1,0,0,F,0,15,0.0,104.0,Male
6160,8,Non-White,0,0,0,F,0,6,1.0,1.0,Male
6161,4,Non-White,1,0,0,F,0,6,0.0,41.0,Male
6162,3,White,1,0,0,F,0,2,1.0,2.0,Female
6164,1,Non-White,1,0,0,F,0,1,11.0,9.0,Female
6165,2,White,1,0,0,M,0,5,1.0,6.0,Male
6166,5,White,0,0,0,M,0,1,1.0,1.0,Male
6169,9,White,0,0,0,F,2,8,1.0,35.0,Male
6170,9,Non-White,0,0,1,M,0,8,1.0,1.0,Male
6171,1,Non-White,1,0,0,F,0,1,4.0,3.0,Female
6172,7,White,1,0,0,F,0,2,1.0,1.0,Male
6173,1,Non-White,1,0,0,M,0,0,1.0,1.0,Male
6177,9,Non-White,0,1,0,F,0,4,1.0,3.0,Male
6178,4,White,0,0,0,M,0,5,12.0,2.0,Male
6179,6,White,1,0,0,F,0,6,1.0,119.0,Male
6182,5,Non-White,0,0,0,M,0,0,1.0,1.0,Male
6183,6,White,0,0,0,M,0,2,1.0,1.0,Female
6185,9,Non-White,0,0,0,F,0,3,1.0,8.0,Male
6189,2,White,1,0,0,F,0,1,1.0,25.0,Female
6191,5,Non-White,0,1,0,F,0,1,0.0,27.0,Female
6192,2,White,1,0,0,F,0,7,1.0,1.0,Male
6193,5,Non-White,1,0,0,M,0,1,12.0,8.0,Male
6195,5,White,0,0,1,M,0,3,1.0,1.0,Female
6196,8,Non-White,0,1,1,F,1,2,1.0,2.0,Male
6198,4,White,1,0,0,F,0,3,0.0,0.0,Male
6200,2,Non-White,0,0,0,F,0,0,0.0,0.0,Male
6201,1,White,1,0,0,F,0,1,8.0,3.0,Female
6202,1,Non-White,1,0,0,M,0,4,0.0,1.0,Male
6203,3,Non-White,0,0,0,M,0,1,1.0,7.0,Male
6205,1,Non-White,1,0,0,F,0,15,1.0,81.0,Male
6206,1,Non-White,1,0,0,F,0,1,27.0,17.0,Male
6207,8,Non-White,1,0,0,M,0,0,1.0,749.0,Male
6208,6,Non-White,0,0,0,F,0,1,0.0,0.0,Male
6210,10,Non-White,0,1,0,F,0,1,1.0,6.0,Male
6212,1,Non-White,1,0,0,M,0,0,0.0,1.0,Male
6215,3,Non-White,0,0,0,F,0,0,1.0,1.0,Female
6216,4,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6221,2,White,1,0,0,M,0,2,0.0,28.0,Male
6222,3,Non-White,0,0,0,F,0,0,0.0,3.0,Male
6223,1,Non-White,1,0,0,M,0,2,1.0,1.0,Male
6224,4,Non-White,0,0,0,F,0,1,0.0,11.0,Male
6226,1,White,1,0,0,M,0,0,1.0,1.0,Female
6228,1,White,1,0,0,M,0,0,1.0,1.0,Male
6229,5,White,1,0,0,M,0,5,18.0,0.0,Male
6230,1,Non-White,1,0,0,M,0,0,1.0,1.0,Female
6231,5,Non-White,1,0,0,F,0,1,1.0,5.0,Male
6236,1,Non-White,1,0,0,M,0,0,1.0,1.0,Male
6238,2,Non-White,1,0,0,F,0,2,1.0,1.0,Male
6239,1,Non-White,1,0,0,F,0,3,1.0,3.0,Male
6240,1,Non-White,1,0,0,F,0,0,0.0,1.0,Male
6241,2,White,1,0,2,M,0,2,22.0,22.0,Male
6242,1,White,1,0,0,M,0,0,1.0,30.0,Female
6244,5,Non-White,0,0,0,F,0,3,1.0,1.0,Male
6247,7,Non-White,1,0,0,M,0,17,1.0,52.0,Male
6248,1,White,1,0,0,F,0,3,1.0,1.0,Male
6249,3,White,1,0,0,F,0,2,1.0,9.0,Male
6250,9,Non-White,0,0,0,F,0,1,1.0,1.0,Male
6251,4,Non-White,1,0,0,F,0,5,0.0,0.0,Male
6256,7,Non-White,1,0,0,M,1,9,1.0,23.0,Male
6259,1,White,1,0,0,M,0,1,0.0,1.0,Male
6260,8,White,0,0,0,F,0,1,1.0,34.0,Male
6264,10,Non-White,0,0,0,F,0,0,1.0,2.0,Female
6267,1,White,1,0,0,M,0,0,1.0,8.0,Female
6268,3,Non-White,0,0,0,F,0,0,1.0,1.0,Female
6271,3,White,0,0,0,F,0,1,1.0,1.0,Male
6274,10,Non-White,0,0,0,F,0,16,1.0,29.0,Male
6278,2,Non-White,0,0,0,F,0,0,0.0,0.0,Female
6280,7,Non-White,1,0,0,M,0,0,1.0,2.0,Male
6281,4,White,0,0,0,F,0,5,1.0,1.0,Male
6282,5,Non-White,0,0,0,F,0,1,1.0,2.0,Male
6284,5,Non-White,0,0,0,F,0,0,1.0,2.0,Male
6285,3,White,1,0,0,F,0,0,1.0,63.0,Female
6286,9,Non-White,0,0,0,F,0,7,1.0,200.0,Male
6287,1,White,1,0,0,M,0,0,1.0,19.0,Male
6289,6,White,1,0,0,F,0,5,1.0,42.0,Female
6292,1,Non-White,1,0,0,M,0,3,28.0,15.0,Male
6293,1,Non-White,1,0,0,M,0,0,1.0,1.0,Female
6296,5,Non-White,1,0,0,M,0,1,1.0,1.0,Male
6297,7,White,0,0,0,F,0,6,1.0,25.0,Female
6299,5,Non-White,0,0,0,M,0,0,1.0,1.0,Female
6300,5,Non-White,1,0,0,M,0,1,1.0,2.0,Male
6301,4,Non-White,1,0,0,F,0,1,1.0,1.0,Male
6302,3,Non-White,0,0,0,M,0,0,1.0,1.0,Male
6303,2,Non-White,1,0,0,M,0,2,7.0,4.0,Female
6304,9,Non-White,0,0,0,F,0,9,0.0,0.0,Male
6312,5,Non-White,1,0,0,F,0,9,1.0,2.0,Male
6314,6,White,0,0,0,F,1,0,1.0,1.0,Male
6315,3,Non-White,0,0,0,F,0,9,1.0,1.0,Male
6317,6,White,1,0,0,F,0,9,0.0,19.0,Male
6319,9,Non-White,0,0,0,M,0,2,1.0,8.0,Male
6320,10,Non-White,1,0,0,F,0,21,1.0,1.0,Male
6322,6,White,0,0,0,F,0,3,1.0,1.0,Male
6323,1,White,1,0,0,M,0,2,1.0,1.0,Male
6324,7,Non-White,0,0,0,F,1,2,1.0,35.0,Male
6326,8,White,0,0,0,M,0,3,1.0,26.0,Male
6328,2,Non-White,1,0,0,F,0,5,4.0,1.0,Female
6330,5,White,0,0,0,M,0,2,0.0,0.0,Female
6332,4,Non-White,1,0,0,F,0,0,1.0,1.0,Male
6335,2,Non-White,0,0,0,M,0,0,1.0,1.0,Male
6336,9,Non-White,1,0,0,F,0,5,0.0,55.0,Male
6337,5,Non-White,1,0,0,F,0,14,11.0,8.0,Male
6338,5,Non-White,0,0,0,M,0,2,1.0,15.0,Male
6339,5,Non-White,1,0,0,M,0,11,1.0,32.0,Male
6341,1,Non-White,1,0,0,M,0,0,1.0,3.0,Male
6345,3,Non-White,0,0,0,F,0,0,4.0,4.0,Male
6347,10,Non-White,0,0,0,F,0,2,0.0,86.0,Male
6349,2,Non-White,1,0,0,F,0,0,0.0,1.0,Female
6353,1,Non-White,1,0,0,M,0,0,0.0,1.0,Male
6354,3,White,1,0,0,F,0,8,0.0,31.0,Female
6356,1,Non-White,1,0,0,F,0,3,23.0,10.0,Male
6359,6,Non-White,1,0,0,F,0,3,1.0,2.0,Male
6360,3,White,1,0,0,F,0,0,1.0,1.0,Male
6361,7,Non-White,0,0,1,F,0,1,1.0,33.0,Male
6362,4,Non-White,0,0,0,F,0,0,1.0,1.0,Female
6365,9,Non-White,1,0,0,F,1,8,1.0,11.0,Male
6367,7,Non-White,0,0,0,M,1,6,0.0,0.0,Male
6368,10,Non-White,0,0,1,F,0,10,1.0,2.0,Male
6371,9,Non-White,1,0,0,F,0,12,0.0,0.0,Male
6372,6,Non-White,0,0,0,F,0,4,0.0,45.0,Male
6373,10,Non-White,0,0,0,M,0,7,0.0,9.0,Male
6375,6,Non-White,0,0,0,M,0,1,1.0,30.0,Male
6376,1,Non-White,1,0,0,F,0,2,0.0,1.0,Male
6377,7,White,0,0,0,F,0,2,1.0,1.0,Male
6379,6,White,0,0,0,F,1,1,1.0,1.0,Male
6380,7,Non-White,0,0,0,F,0,3,0.0,0.0,Male
6381,6,Non-White,1,0,0,F,0,13,0.0,0.0,Male
6382,2,Non-White,0,0,0,F,0,2,1.0,125.0,Male
6383,1,White,1,0,0,M,0,0,1.0,0.0,Male
6384,8,Non-White,0,0,1,F,0,6,19.0,1.0,Male
6386,3,Non-White,0,0,0,F,0,2,1.0,2.0,Male
6387,2,Non-White,0,0,0,M,0,0,1.0,1.0,Female
6389,7,White,0,0,0,F,0,6,2.0,68.0,Female
6391,8,Non-White,0,0,0,M,0,2,0.0,50.0,Male
6392,1,Non-White,1,0,0,F,0,12,22.0,1.0,Male
6393,6,Non-White,0,0,0,M,0,1,1.0,2.0,Male
6394,2,Non-White,1,0,0,F,0,1,1.0,50.0,Male
6396,1,White,1,0,0,F,0,6,0.0,1.0,Male
6398,2,White,1,0,0,M,0,0,1.0,1.0,Female
6399,3,White,1,0,0,F,0,5,20.0,1.0,Male
6400,4,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6401,1,White,1,0,0,F,0,1,1.0,1.0,Male
6402,3,Non-White,1,0,0,M,0,2,1.0,2.0,Female
6409,2,Non-White,1,0,0,F,0,0,1.0,1.0,Male
6412,10,Non-White,0,0,0,F,0,4,1.0,2.0,Male
6413,4,Non-White,1,0,0,F,0,9,1.0,65.0,Male
6420,9,Non-White,0,0,1,M,0,9,1.0,3.0,Male
6422,9,Non-White,0,0,1,F,0,2,1.0,3.0,Female
6424,1,Non-White,1,0,0,M,0,1,22.0,0.0,Male
6425,2,Non-White,0,0,0,F,0,2,1.0,1.0,Female
6426,8,Non-White,0,0,0,M,0,5,1.0,6.0,Male
6428,10,White,1,0,0,M,0,22,1.0,27.0,Female
6430,1,Non-White,1,0,0,M,0,0,0.0,0.0,Male
6431,4,Non-White,0,0,0,F,0,2,1.0,1.0,Female
6432,5,White,1,0,0,F,0,3,3.0,1.0,Female
6433,7,White,0,0,0,F,0,1,1.0,13.0,Female
6436,1,Non-White,1,0,0,M,0,0,0.0,1.0,Male
6439,9,Non-White,0,0,0,F,0,5,1.0,54.0,Male
6441,5,Non-White,1,0,0,F,0,4,0.0,1.0,Male
6442,5,Non-White,0,0,0,M,0,1,1.0,2.0,Male
6443,5,White,0,0,0,F,0,5,0.0,0.0,Male
6446,1,White,1,0,0,M,0,0,1.0,1.0,Male
6447,4,Non-White,0,0,0,F,0,0,1.0,3.0,Male
6448,6,White,0,0,0,M,0,4,1.0,7.0,Male
6449,5,Non-White,1,0,0,M,0,11,1.0,79.0,Male
6450,5,Non-White,1,0,0,F,0,1,1.0,1.0,Male
6451,2,Non-White,0,0,0,F,0,12,0.0,0.0,Male
6453,10,Non-White,1,0,1,F,0,13,1.0,1.0,Male
6458,2,Non-White,1,0,0,M,0,0,0.0,0.0,Female
6459,6,Non-White,1,0,0,M,0,15,1.0,15.0,Male
6462,8,Non-White,0,0,0,F,2,3,1.0,1.0,Male
6463,8,Non-White,1,0,0,F,0,15,0.0,0.0,Male
6466,1,White,1,0,0,M,0,0,0.0,0.0,Male
6467,7,Non-White,1,0,0,F,0,12,0.0,35.0,Male
6468,1,Non-White,1,0,0,F,0,1,0.0,0.0,Female
6469,4,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6470,7,Non-White,0,0,0,F,0,0,0.0,0.0,Female
6471,9,White,1,0,0,F,0,28,1.0,34.0,Male
6473,5,Non-White,1,0,0,F,0,7,0.0,0.0,Male
6477,5,White,1,0,0,F,0,4,0.0,1.0,Male
6478,3,Non-White,1,0,0,F,0,4,0.0,5.0,Female
6480,8,Non-White,1,3,0,F,0,16,8.0,8.0,Male
6481,4,Non-White,0,0,0,M,0,0,1.0,2.0,Female
6482,2,Non-White,1,0,0,F,0,5,1.0,1.0,Male
6483,2,White,1,0,0,F,0,13,13.0,7.0,Male
6484,1,White,1,0,0,F,0,0,6.0,1.0,Female
6485,2,Non-White,1,0,0,F,0,0,1.0,7.0,Male
6487,1,Non-White,1,0,0,M,0,0,1.0,1.0,Female
6488,1,White,1,0,0,M,0,0,0.0,2.0,Female
6489,2,Non-White,0,0,0,F,0,1,1.0,1.0,Male
6490,5,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6491,1,White,1,0,0,M,0,0,0.0,0.0,Female
6492,2,White,0,0,0,M,0,1,1.0,35.0,Male
6495,1,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6496,2,White,0,0,0,F,0,0,1.0,1.0,Male
6497,8,Non-White,0,0,0,M,0,7,1.0,1.0,Male
6500,4,White,0,0,0,F,0,0,2.0,1.0,Female
6501,1,Non-White,1,0,0,F,0,0,1.0,1.0,Female
6502,7,Non-White,0,0,0,M,1,8,0.0,1.0,Male
6503,2,Non-White,1,0,0,F,0,1,1.0,1.0,Male
6505,2,White,0,0,0,F,0,5,0.0,0.0,Male
6508,3,Non-White,1,0,0,F,0,5,1.0,1.0,Female
6511,6,Non-White,0,0,0,M,0,1,1.0,99.0,Male
6512,2,White,1,0,0,F,0,1,1.0,1.0,Male
6514,4,White,0,0,0,F,0,2,0.0,2.0,Male
6520,5,Non-White,0,0,0,F,0,1,1.0,1.0,Female
6521,6,White,1,0,1,F,0,11,1.0,1.0,Female
6522,4,Non-White,0,0,1,F,0,3,1.0,1.0,Male
6524,3,White,0,0,0,F,0,0,1.0,2.0,Male
6525,1,White,1,0,0,F,0,1,2.0,1.0,Male
6526,2,Non-White,1,0,0,M,0,0,1.0,1.0,Female
6527,2,Non-White,0,0,0,M,0,0,1.0,1.0,Female
6528,6,Non-White,0,1,2,F,0,6,0.0,1.0,Male
6529,3,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6531,9,Non-White,0,0,0,M,2,1,1.0,6.0,Male
6533,4,Non-White,0,0,1,M,0,2,1.0,1.0,Female
6534,7,Non-White,1,0,0,F,0,5,1.0,187.0,Female
6535,3,White,0,1,0,F,0,1,1.0,1.0,Male
6536,1,White,1,0,0,M,0,3,3.0,2.0,Male
6537,4,White,0,0,0,F,0,4,0.0,3.0,Male
6539,1,Non-White,1,0,0,F,0,2,1.0,1.0,Male
6546,8,Non-White,0,0,0,F,0,2,1.0,3.0,Male
6547,5,Non-White,0,0,0,F,0,2,1.0,59.0,Male
6548,5,Non-White,0,0,0,F,2,1,1.0,1.0,Male
6549,1,Non-White,1,0,0,M,0,0,1.0,1.0,Male
6550,5,Non-White,1,0,0,F,0,12,1.0,2.0,Male
6551,4,White,1,0,0,M,0,1,1.0,2.0,Male
6552,4,White,1,0,0,M,0,8,26.0,24.0,Female
6554,4,Non-White,0,0,0,F,0,0,1.0,1.0,Female
6558,1,White,1,0,0,F,0,1,14.0,5.0,Male
6560,4,Non-White,1,0,0,F,0,6,1.0,1.0,Female
6563,7,White,1,0,0,M,0,4,1.0,27.0,Male
6564,3,White,1,0,0,F,0,0,1.0,1.0,Male
6566,9,Non-White,0,0,0,F,0,9,1.0,85.0,Male
6570,4,White,1,0,0,F,0,2,7.0,6.0,Male
6571,8,Non-White,1,0,0,F,1,12,1.0,1.0,Male
6572,3,White,0,0,0,F,0,1,23.0,0.0,Male
6573,2,Non-White,0,0,0,F,0,0,1.0,20.0,Male
6574,2,Non-White,1,0,0,F,0,2,1.0,1.0,Female
6577,2,White,1,0,0,F,0,1,1.0,1.0,Male
6580,1,White,1,0,0,M,0,0,0.0,0.0,Male
6583,7,Non-White,1,0,0,F,0,0,1.0,1.0,Male
6584,3,White,0,0,0,F,1,1,1.0,1.0,Male
6585,9,Non-White,0,1,0,F,0,3,1.0,1.0,Male
6586,5,White,1,0,0,F,0,6,1.0,11.0,Female
6587,9,Non-White,0,0,1,F,0,1,1.0,456.0,Male
6588,4,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6589,5,Non-White,0,0,0,F,0,1,0.0,0.0,Female
6591,1,Non-White,1,0,0,F,0,0,1.0,1.0,Female
6592,1,White,1,0,0,M,0,0,1.0,0.0,Female
6593,1,Non-White,1,0,0,M,0,0,1.0,2.0,Male
6594,7,Non-White,0,0,0,M,0,0,1.0,3.0,Male
6595,1,Non-White,1,0,0,F,0,0,0.0,1.0,Male
6596,1,Non-White,1,0,0,F,0,0,1.0,2.0,Male
6597,9,Non-White,1,1,0,F,0,10,1.0,1.0,Male
6600,2,Non-White,0,0,0,F,0,1,0.0,0.0,Male
6601,1,Non-White,1,0,0,F,0,1,1.0,1.0,Male
6604,3,Non-White,1,0,0,F,0,2,1.0,3.0,Male
6605,8,Non-White,0,0,0,F,0,0,6.0,1.0,Female
6606,5,Non-White,1,0,0,F,0,0,1.0,3.0,Male
6608,9,White,1,0,0,F,0,5,0.0,55.0,Male
6611,1,Non-White,1,0,0,F,0,0,1.0,1.0,Male
6613,2,Non-White,0,0,0,F,0,2,1.0,9.0,Male
6614,2,White,0,0,0,M,1,1,1.0,1.0,Male
6615,1,Non-White,1,0,0,F,0,0,1.0,3.0,Female
6616,2,White,0,0,0,M,0,1,1.0,1.0,Male
6621,2,Non-White,0,0,0,F,0,0,0.0,0.0,Male
6624,4,Non-White,1,0,0,F,0,2,1.0,3.0,Male
6626,2,Non-White,0,0,0,F,0,0,1.0,2.0,Male
6629,5,White,0,0,0,M,0,1,0.0,0.0,Female
6631,5,Non-White,1,0,0,F,0,0,1.0,2.0,Male
6634,7,Non-White,1,0,0,M,0,21,6.0,6.0,Male
6636,3,White,0,0,0,M,1,0,1.0,1.0,Male
6637,1,White,1,0,0,M,1,0,1.0,1.0,Female
6638,4,Non-White,0,0,0,F,0,1,0.0,0.0,Male
6639,1,Non-White,1,0,0,F,0,3,0.0,0.0,Male
6641,10,Non-White,0,0,0,F,1,2,1.0,129.0,Male
6642,3,White,1,0,0,F,0,2,1.0,1.0,Male
6645,1,Non-White,1,0,0,F,0,3,1.0,29.0,Female
6646,7,Non-White,0,0,0,M,0,0,2.0,0.0,Male
6649,5,White,1,0,0,M,0,3,1.0,2.0,Male
6650,8,Non-White,0,0,0,M,0,0,1.0,2.0,Male
6651,4,Non-White,1,0,0,M,0,3,1.0,2.0,Female
6653,6,White,0,0,0,F,0,4,1.0,30.0,Female
6654,7,Non-White,0,0,0,F,0,1,0.0,6.0,Male
6655,1,Non-White,1,0,0,F,0,1,10.0,0.0,Female
6657,7,Non-White,1,0,0,F,0,15,1.0,66.0,Female
6658,4,Non-White,1,0,0,F,0,0,1.0,1.0,Male
6659,7,Non-White,0,0,0,F,0,0,0.0,3.0,Male
6660,2,White,1,0,0,F,0,2,2.0,2.0,Male
6661,2,White,0,0,0,F,0,0,0.0,0.0,Male
6662,1,Non-White,1,0,0,F,0,0,1.0,1.0,Male
6663,4,Non-White,1,0,0,F,0,1,1.0,1.0,Male
6665,8,Non-White,0,0,0,F,0,3,1.0,0.0,Female
6667,4,Non-White,0,0,0,F,0,1,23.0,1.0,Female
6668,2,Non-White,0,0,0,M,0,0,1.0,1.0,Male
6670,5,White,0,0,0,M,0,2,12.0,11.0,Male
6671,6,White,0,0,0,F,0,0,1.0,2.0,Female
6672,10,Non-White,0,0,0,F,1,1,0.0,0.0,Male
6679,7,Non-White,0,0,0,M,0,4,1.0,2.0,Female
6681,9,Non-White,0,0,3,M,0,3,1.0,205.0,Male
6683,6,Non-White,0,0,0,M,0,3,1.0,3.0,Female
6685,5,Non-White,1,0,0,M,0,0,1.0,34.0,Male
6686,2,White,1,0,0,F,0,1,19.0,19.0,Male
6687,8,White,1,0,0,F,0,10,1.0,1.0,Male
6688,4,White,1,0,0,F,0,0,1.0,1.0,Male
6689,1,White,1,0,0,M,0,1,2.0,1.0,Male
6690,10,Non-White,0,0,1,F,0,7,1.0,20.0,Male
6692,2,White,1,0,0,F,0,0,1.0,5.0,Male
6693,3,White,0,0,0,M,0,0,1.0,3.0,Male
6695,4,Non-White,1,0,1,F,0,5,10.0,9.0,Male
6696,7,Non-White,0,0,0,F,0,0,1.0,4.0,Male
6697,5,White,1,0,0,M,0,0,1.0,2.0,Male
6698,8,Non-White,0,0,0,F,0,12,1.0,1.0,Male
6699,7,White,1,0,0,M,0,4,1.0,2.0,Female
6702,1,Non-White,1,0,0,M,0,0,0.0,1.0,Female
6703,2,Non-White,0,0,0,F,0,4,10.0,7.0,Male
6704,5,White,0,0,0,F,0,1,1.0,29.0,Male
6705,8,White,0,0,0,M,0,0,0.0,0.0,Female
6706,10,Non-White,0,1,1,F,0,18,1.0,198.0,Male
6708,2,Non-White,1,0,0,F,0,2,1.0,2.0,Male
6713,2,Non-White,1,0,0,F,0,0,1.0,108.0,Male
6715,5,Non-White,0,0,0,M,0,0,1.0,44.0,Female
6717,6,White,0,0,0,F,0,1,13.0,9.0,Female
6719,7,Non-White,1,0,0,F,0,2,0.0,9.0,Male
6721,1,Non-White,1,0,0,M,0,0,1.0,1.0,Female
6722,5,White,1,0,0,M,1,3,1.0,1.0,Male
6729,2,Non-White,1,0,0,F,0,0,1.0,25.0,Female
6730,6,Non-White,1,0,0,M,0,0,1.0,2.0,Female
6731,2,White,0,0,0,M,0,0,0.0,0.0,Female
6732,9,White,0,1,0,F,0,1,28.0,16.0,Male
6733,4,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6735,1,Non-White,1,0,0,M,0,0,3.0,1.0,Female
6737,4,Non-White,0,0,0,M,0,2,1.0,1.0,Male
6739,8,Non-White,1,0,0,F,0,0,1.0,1.0,Male
6740,5,Non-White,1,0,0,F,0,1,1.0,6.0,Female
6741,4,Non-White,0,0,0,M,0,1,1.0,1.0,Male
6744,10,Non-White,0,0,1,M,0,3,1.0,81.0,Male
6747,9,Non-White,0,0,0,F,1,5,1.0,5.0,Male
6748,3,Non-White,0,0,0,M,0,0,1.0,1.0,Male
6749,10,White,0,0,0,M,0,0,1.0,0.0,Female
6751,2,White,1,0,0,F,0,2,1.0,2.0,Male
6754,4,Non-White,0,0,0,M,0,0,2.0,1.0,Female
6755,4,Non-White,0,0,0,M,0,0,1.0,1.0,Female
6756,1,White,1,0,0,F,0,0,1.0,6.0,Male
6758,1,White,1,0,0,M,0,0,3.0,1.0,Female
6759,9,Non-White,0,4,0,F,0,12,0.0,9.0,Male
6760,7,Non-White,1,0,0,F,0,2,1.0,259.0,Male
6763,2,White,1,0,0,M,0,0,1.0,1.0,Female
6766,8,Non-White,0,0,1,F,1,8,1.0,3.0,Male
6769,2,White,1,0,0,F,0,0,0.0,0.0,Female
6771,7,Non-White,1,0,0,F,0,4,4.0,2.0,Male
6773,2,White,0,0,0,M,0,0,1.0,1.0,Female
6774,2,Non-White,1,0,0,M,0,2,0.0,29.0,Male
6775,9,Non-White,0,0,1,F,0,9,1.0,2.0,Male
6776,3,White,1,0,0,F,0,0,1.0,1.0,Male
6778,7,Non-White,0,1,0,M,0,1,1.0,2.0,Male
6780,1,Non-White,1,0,0,F,0,1,1.0,2.0,Female
6781,2,White,1,0,0,M,0,1,17.0,4.0,Male
6782,8,Non-White,0,0,0,F,0,2,0.0,92.0,Male
6783,9,Non-White,1,0,1,M,1,21,1.0,22.0,Female
6784,1,Non-White,1,0,0,M,0,0,0.0,0.0,Male
6786,3,Non-White,1,0,0,F,0,0,2.0,1.0,Male
6788,3,Non-White,1,0,0,F,0,12,1.0,242.0,Male
6791,1,Non-White,1,0,0,F,0,3,0.0,2.0,Male
6793,3,White,1,0,0,M,0,2,1.0,1.0,Female
6794,4,White,0,4,0,F,1,13,1.0,5.0,Male
6796,2,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6798,5,White,0,0,0,F,0,3,1.0,10.0,Male
6800,3,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6801,8,White,1,0,0,F,0,1,1.0,1.0,Male
6802,1,White,1,0,0,M,0,1,23.0,2.0,Female
6803,2,Non-White,1,0,0,F,0,5,1.0,598.0,Male
6804,2,White,1,0,0,F,0,2,0.0,5.0,Male
6805,3,Non-White,0,0,0,F,0,0,1.0,150.0,Male
6808,1,Non-White,1,0,0,F,0,0,1.0,1.0,Male
6809,6,Non-White,0,0,0,F,0,0,0.0,1.0,Male
6810,9,Non-White,0,0,0,F,0,1,0.0,103.0,Male
6811,9,Non-White,0,0,0,F,0,3,1.0,44.0,Male
6812,4,White,0,0,0,F,1,1,23.0,2.0,Male
6813,1,Non-White,1,0,0,M,0,0,0.0,0.0,Male
6815,9,Non-White,0,0,1,F,0,2,1.0,1.0,Male
6816,2,Non-White,0,0,0,M,0,0,0.0,1.0,Female
6818,4,White,1,0,0,M,0,0,1.0,1.0,Female
6819,2,Non-White,1,1,0,M,0,2,1.0,1.0,Male
6820,3,Non-White,0,0,0,F,0,1,0.0,0.0,Male
6824,3,Non-White,1,0,0,F,0,13,1.0,142.0,Male
6825,8,Non-White,1,0,0,F,0,22,0.0,33.0,Male
6827,4,Non-White,0,0,0,F,0,0,1.0,1.0,Male
6828,2,White,0,0,0,F,0,2,1.0,2.0,Male
6830,9,White,0,0,0,F,0,3,1.0,3.0,Female
6834,1,Non-White,1,0,0,F,0,1,1.0,2.0,Male
6836,3,White,0,0,0,F,0,0,1.0,2.0,Male
6838,5,White,1,0,0,F,0,2,1.0,1.0,Female
6840,3,Non-White,1,0,0,F,0,8,1.0,1.0,Male
6846,6,Non-White,0,0,0,M,0,0,0.0,1.0,Male
6847,7,Non-White,0,0,0,F,0,4,1.0,2.0,Female
6850,9,White,1,0,0,F,0,0,1.0,1.0,Male
6851,8,White,0,0,0,F,0,7,1.0,1.0,Male
6852,2,Non-White,0,0,0,F,0,0,1.0,54.0,Male
6855,2,White,1,0,0,F,0,1,1.0,1.0,Male
